     13.48     468.92
     61.05      46.49
    139.92     265.20
    408.84     117.94
    398.06      35.69
    190.44     155.94
    365.63     267.69
     26.75     193.43
    163.73     465.88
     95.39      21.73
    300.45     234.99
     39.29     432.35
    283.47     432.26
    340.88     228.92
    104.06     470.84
     28.56     140.93
    315.92     198.56
    319.17     447.60
    371.55     263.56
    261.36      73.98
    475.95     213.75
    369.94      38.99
    350.01     381.84
    113.42     100.41
    373.53     249.36
    316.07     126.34
    381.91     361.36
    109.81      51.83
    313.89     360.14
    139.92     267.77
    316.77     465.94
    253.33     347.32
    445.69     180.54
    390.86     434.67
    473.17     248.84
     71.60     185.85
      4.64     163.36
    102.50     214.39
     79.49     459.38
    341.12     203.78
    475.20      91.90
    147.88     207.24
    413.12     487.60
    110.22     476.95
    212.60     353.94
    396.77     372.50
    423.84     478.97
    294.16     483.13
    484.82      81.11
    411.46     404.56
    353.81      78.45
    480.42     250.48
    302.48      66.10
    335.50     355.67
    125.49     492.89
    464.62     325.88
    358.08     324.93
    264.41      18.93
    478.77     385.80
    431.99     215.88
    383.45     311.64
    255.13     340.28
     83.84      14.40
    444.29     424.25
    438.01     446.56
    345.06     396.69
    400.57      21.34
    243.49     115.17
    175.46       7.95
     82.28     168.91
    478.94     214.61
    401.90     375.39
    147.36     326.82
    310.37     300.97
     24.34     437.66
     73.09     414.47
    292.38     471.70
     29.35      65.18
    180.44     125.81
    382.30     374.86
    248.67     136.86
    471.89     221.85
    112.47     120.80
    266.28     194.03
    262.86     286.63
    415.66     398.40
    375.64     415.15
    257.16      36.30
    462.09     195.30
    124.64      41.07
     60.31     414.17
    156.21     316.39
     86.83     402.77
     72.78     216.01
     32.59     321.05
    353.93     117.97
    424.81     486.17
    428.55     129.58
     89.36     148.12
    187.12      63.99
     96.35     329.05
    412.41     428.39
    464.14     215.99
    209.36     174.91
    238.10     194.60
    341.03     215.52
    302.58     227.99
    406.70     450.29
    386.06     360.38
    126.49     407.14
    487.67     167.84
    335.10     151.12
    467.65     143.83
    243.25      87.43
    160.94     327.06
    227.24     113.01
    150.03     489.79
    121.88     423.05
    241.87     257.23
    336.97     246.52
    330.55     167.97
    482.88     364.04
    385.73     382.12
    369.31      29.91
     14.38     146.07
     54.97     277.40
    480.94     490.21
    136.99     280.55
    217.16     407.50
    116.02      80.38
    436.41     431.63
    195.24     114.00
    315.50      66.77
     67.20     360.52
     37.95     267.70
    153.91      74.57
    441.64     264.89
    151.33     404.36
    491.03     416.04
    269.15      34.65
    487.86     481.95
    174.85     256.78
     79.22     445.43
    225.86     343.60
    111.11     165.63
    447.00     260.16
    271.65     360.60
    320.22     292.89
    172.17      57.27
    224.17     279.00
    478.20     313.97
    207.88     148.22
    354.72     484.85
    171.97      53.53
     33.14     475.93
      8.28     115.14
    136.47     407.34
    286.00     156.11
    280.26     349.23
    333.97      10.85
     40.95      63.12
     11.49     388.70
    411.32     145.44
    412.23      16.20
    461.44     118.49
    182.45      69.46
    110.81     448.33
    220.77     348.35
    349.49     168.96
    190.11     454.65
    459.04     146.45
     79.09     203.34
    456.56     290.14
    159.63     194.77
    191.39     150.66
    223.21      76.39
     90.50     366.29
     20.84     219.96
    164.85     329.71
    129.89     246.18
    142.45     493.14
     64.85     103.23
    417.71      28.12
    332.18     352.98
     41.41     303.71
    400.34     141.02
    370.13     299.31
     27.53     267.03
    366.65      47.72
    286.43      23.73
    169.26     383.24
    244.95     277.32
    103.77     113.07
    189.72     416.08
    399.64     266.87
     25.79     363.79
    156.04       2.67
    443.42     312.33
    404.31     218.13
    251.94     477.97
    317.03     293.28
    132.45       4.78
    490.30     106.36
    343.06     480.55
    461.90     377.12
    410.93     434.05
    489.18     291.83
    271.79     127.45
     24.84     366.26
    444.12     176.15
    266.20     342.24
    223.53      30.16
    290.64     123.51
    498.09     221.64
     39.34     294.70
    265.19     190.44
     75.11      70.64
    461.28     465.51
    335.18     475.29
    167.78     317.94
    263.47     156.26
    175.47     255.97
    427.56     441.45
     29.25     317.84
     34.87     200.25
    308.91     238.50
    344.24     457.84
    414.42     353.40
    159.81     115.59
    214.23     408.75
    207.99     468.21
     39.57     136.56
    406.30     192.88
    220.73     205.81
    128.26     211.70
    276.68     283.50
    484.43       3.12
      9.49     152.70
    114.47     370.49
    307.85     321.37
    175.14      85.75
    135.06     137.06
    367.48      52.12
    189.64     130.68
    129.03     250.86
    123.98     442.30
    338.31     307.73
    310.18     199.60
    361.84     347.14
     14.70      80.34
    383.85     496.57
      3.06     442.97
    236.55     444.82
    474.60     393.35
     77.53     365.12
    217.35      60.37
     44.49     195.07
    281.16     471.47
     14.38     140.64
    436.98     497.19
     33.37     418.19
    131.94      15.31
    387.03     278.21
    102.49     469.22
    164.28     165.61
    116.16     376.65
    379.00     111.00
    204.72     311.77
    480.11     487.62
    315.90     350.95
    392.87     408.93
    145.46     351.08
     38.74     173.70
    389.29     493.88
    118.78     184.94
    116.11      76.65
    462.16     313.33
    385.15      87.34
    152.52     103.36
    102.46     426.36
     60.37      79.33
    195.13     358.98
    472.15     114.50
    263.43     414.70
    239.23     204.63
    235.13     418.80
    382.31     127.29
    452.95     288.91
    348.50     385.51
    107.58      18.27
    428.56     212.09
    231.51     285.81
     85.78     232.02
    467.07     267.07
    483.72      75.59
     37.51     419.48
    424.74     252.36
     30.66     120.99
     16.21      44.11
    364.55      17.87
    101.73     215.37
    243.66      69.37
    101.28      47.16
    299.01      36.52
    107.65     164.24
     83.93     491.28
    231.54     275.95
     48.03     115.69
    368.15     417.11
    318.28      33.19
    383.78     300.66
    361.55     343.75
    143.02      86.62
    436.94     336.96
    455.05     226.82
    165.68     394.23
    437.02     248.94
    151.66      58.96
    198.04     428.32
    150.95      52.25
    315.15      81.07
    137.63      22.79
    269.27      53.69
    120.98     233.68
     11.18     175.91
    187.60      58.48
     53.33      43.79
    431.77     440.47
    455.91     256.27
     83.25       9.78
    466.91     130.03
    238.45      36.24
    452.14     112.61
      2.81     281.69
    413.77      14.22
    499.71     146.67
    205.76     350.12
    245.32      14.79
    123.26     255.95
     77.85     277.52
    425.64      29.84
    256.27      72.28
    106.78     441.34
    162.51     302.71
    411.38     144.30
    252.10      34.37
    331.80     367.83
    394.93     255.29
    415.92     350.86
    238.26     260.18
    163.45     198.52
     42.88     131.10
    271.41     263.88
     79.35      84.90
    364.69     480.39
    243.56     310.67
    473.70     314.66
    325.26     324.24
    132.64     324.42
    222.42     191.89
     95.51      50.57
    405.72      37.95
    355.08      74.07
    342.74     226.53
    180.10     481.22
    269.16     194.07
    461.13     489.68
    119.28     101.21
    329.39      91.64
    123.72      80.24
     78.94     103.97
    458.33     114.42
     67.50     380.55
    372.02     234.53
    276.62     225.05
    185.49     468.40
    276.95     432.19
     35.10     222.59
    168.52     283.08
    353.97     307.09
      8.30     474.31
    486.34     314.28
    376.25     212.74
    225.61     165.47
    272.18     357.59
    412.18     137.32
    291.70      89.38
    463.23     428.28
     11.42     103.23
     23.23     206.40
    113.89      66.34
