    329.92      60.83
    322.55      46.46
      6.43     454.58
    343.32     384.38
     69.61     100.94
    235.53     265.68
    496.15       5.69
    426.66     164.08
    287.56     141.25
    178.87     208.67
     73.72     461.37
    442.21     306.74
     22.50     270.35
    446.44     354.78
    468.34     223.63
    250.29      68.66
     13.56     276.09
    387.41     185.06
    200.01     285.11
    150.93     246.13
    223.02     405.73
     98.51     193.73
    160.62     306.35
     25.58     306.10
    301.06     121.93
    401.88     134.73
    103.77     101.08
    187.31     162.95
    308.22      72.68
    436.06     438.23
     44.37     224.74
    483.51     410.38
    263.52     445.83
     29.30     175.30
    343.44      59.97
    280.35     235.23
     88.69     385.30
     57.90     252.16
     56.95     204.06
    205.11     354.50
    281.98     360.48
    288.78     188.22
    120.48     320.11
    372.86     476.58
    448.70     394.90
    229.56     326.62
    351.45     306.23
    362.60     186.13
    246.99     281.92
    364.77     288.30
     68.52     232.83
    107.70     446.89
    366.97     421.82
    447.29     229.95
    424.82     162.71
    233.33      31.22
    189.98     229.08
    314.82     485.52
    381.91     264.40
    331.69      10.18
    161.86     375.20
    377.90      16.52
    272.40      48.49
    391.39     362.87
    193.71     330.27
    433.30     284.61
    177.55     267.77
    220.73     277.12
    250.70      46.08
     95.50     365.45
    214.02     336.04
     52.36     149.20
     32.43     481.95
    123.91     302.11
    285.97     186.89
    129.46      23.69
    367.47     371.05
    330.15     465.55
     93.71      99.71
     61.71     140.20
    451.49      23.63
    399.59     420.60
    365.29      66.72
    223.30     124.64
     65.46      36.78
    469.76     148.46
    442.74     365.60
    247.28     276.06
    272.07     488.45
    448.92     166.94
    201.01     205.76
    428.30     449.45
    169.25     199.52
      6.65      37.76
    129.73      68.63
      5.52      41.37
    124.62     305.86
    249.86     283.18
     85.34     366.40
    318.82      46.77
    218.29     460.64
    136.91     436.14
    374.67     463.31
    289.83     366.01
    134.30     335.93
     40.85     345.53
    207.02     121.58
    422.37     146.46
    214.41     499.76
    487.89     481.84
    321.49     158.21
    209.12     122.42
    196.63     201.56
    396.31      26.01
    120.64     495.42
    194.27     195.50
     28.82      22.54
    446.40      46.36
    425.55     494.07
    359.61     187.51
     98.50      59.28
    160.70     280.59
    429.02      80.88
